gebiedcode15,waarde
STAD,5.0
A,21.0
K,6.0
F,2.0
B,46.0
E,5.0
Z,
T,2.0
N,2.0
M,3.0
DX18,4.0
DX20,4.0
DX19,1.0
DX17,1.0
DX16,2.0
DX22,1.0
DX21,1.0
DX09,2.0
DX13,5.0
DX11,3.0
DX10,6.0
DX14,3.0
DX15,2.0
DX12,6.0
DX01,26.0
DX06,2.0
DX05,6.0
DX03,5.0
DX08,1.0
DX02,17.0
DX07,2.0
DX04,2.0
ZX99,46.0
A00,83.0
A01,90.0
A03,52.0
A02,19.0
A06,11.0
A05,10.0
A04,12.0
B10,46.0
A09,3.0
A08,7.0
A07,34.0
E13,4.0
E12,2.0
E14,5.0
E16,5.0
E15,6.0
E37,3.0
E36,27.0
E22,20.0
E21,7.0
E20,8.0
E18,8.0
E19,4.0
E17,9.0
E75,4.0
E43,2.0
E41,4.0
E42,5.0
E40,4.0
E38,3.0
E39,1.0
F11,164.0
F77,2.0
F76,2.0
F83,1.0
F82,1.0
F81,3.0
F79,0.0
F80,5.0
F78,1.0
F89,2.0
F88,1.0
F87,2.0
F86,1.0
F85,1.0
F84,0.0
K23,131.0
K25,7.0
K26,2.0
K24,15.0
K47,10.0
K45,8.0
K46,8.0
K44,4.0
K91,1.0
K90,3.0
K59,1.0
K54,3.0
K53,4.0
K52,4.0
K48,3.0
K49,3.0
Z99,
T92,216.0
T93,2.0
T94,1.0
T98,1.0
T97,1.0
T96,1.0
T95,2.0
M27,7.0
M30,3.0
M29,7.0
M28,4.0
M34,9.0
M33,3.0
M32,2.0
M31,3.0
M57,1.0
M58,9.0
M56,2.0
M55,2.0
M51,2.0
M35,1.0
M50,
N60,4.0
N61,2.0
N62,2.0
N65,1.0
N64,4.0
N63,1.0
N74,1.0
N73,3.0
N72,90.0
N71,31.0
N70,1.0
N69,2.0
N66,1.0
N68,1.0
N67,3.0
KS25,7.0
KS26,2.0
KS24,15.0
KS44,4.0
KS23,131.0
KS45,8.0
FS87,2.0
FS84,0.0
FS83,1.0
FS86,1.0
FS88,1.0
FS85,1.0
FS89,2.0
FS11,164.0
FS81,3.0
FS79,0.0
FS77,2.0
